"citizen_dr" "merch_dr" "peasants_dr"
"недоумении" 0.0130518484680393 0.00289695529997972 0
"некуда" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"немало" 0 0.00289695529997972 0.0128049170881619
"неправда" 0 0.00579391059995944 0
"нечто" 0 0.00217271647498479 0.0160061463602023
"ниже" 0 0.00362119412497465 0.00960368781612139
"нисколько" 0.00326296211700982 0.00217271647498479 0.0128049170881619
"обида" 0 0.00579391059995944 0
"ограничить" 0 0.00579391059995944 0
"окаянного" 0.00978888635102946 0.00072423882499493 0.0128049170881619
"опомнись" 0.00326296211700982 0.00506967177496451 0
"островский" 0 0.00579391059995944 0
"остроге" 0.0228407348190688 0.00072423882499493 0
"ответ" 0 0.00506967177496451 0.00320122927204046
"ответе" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"отдали" 0.00326296211700982 0.00506967177496451 0
"откровенно" 0.00652592423401964 0.00289695529997972 0.00640245854408093
"оттеда" 0.0261036969360786 0 0
"первых" 0 0.00434543294996958 0.00640245854408093
"песня" 0 0.00434543294996958 0.00640245854408093
"погибель" 0 0.00579391059995944 0
"поговори" 0.00326296211700982 0.00289695529997972 0.00960368781612139
"погубил" 0 0.00144847764998986 0.0192073756322428
"погулять" 0 0.00579391059995944 0
"поймал" 0.00652592423401964 0.00144847764998986 0.0128049170881619
"пойми" 0 0.00434543294996958 0.00640245854408093
"покойника" 0.0261036969360786 0 0
"положить" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"полтора" 0.0130518484680393 0.00289695529997972 0
"польза" 0 0.00579391059995944 0
"полюбила" 0.00326296211700982 0.00506967177496451 0
"помер" 0.0228407348190688 0.00072423882499493 0
"помирать" 0.00978888635102946 0.00362119412497465 0
"помни" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"помочь" 0 0.00506967177496451 0.00320122927204046
"порядку" 0 0.00579391059995944 0
"последнее" 0 0.00506967177496451 0.00320122927204046
"поставил" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"православные" 0.00978888635102946 0.00217271647498479 0.00640245854408093
"праздника" 0.0130518484680393 0.00072423882499493 0.00960368781612139
"привез" 0.00326296211700982 0.00217271647498479 0.0128049170881619
"приданого" 0.00326296211700982 0.00506967177496451 0
"признаться" 0.00326296211700982 0.00506967177496451 0
"прими" 0 0.00506967177496451 0.00320122927204046
"прислушивается" 0.00978888635102946 0.00362119412497465 0
"пристал" 0 0.00362119412497465 0.00960368781612139
"притом" 0 0.00579391059995944 0
"причинен" 0.00978888635102946 0.00144847764998986 0.00960368781612139
"проси" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"просил" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"просят" 0 0.00579391059995944 0
"прошла" 0 0.00579391059995944 0
"прячет" 0.00326296211700982 0.00506967177496451 0
"работа" 0.00326296211700982 0.00506967177496451 0
"разбойников" 0.00326296211700982 0.00506967177496451 0
"рай" 0.00652592423401964 0.00434543294996958 0
"ребят" 0.0163148105850491 0.00072423882499493 0.00640245854408093
"рода" 0.00978888635102946 0.00289695529997972 0.00320122927204046
"русский" 0 0.00579391059995944 0
"русского" 0.0195777727020589 0.00072423882499493 0.00320122927204046
"савел" 0 0.00579391059995944 0
"сажает" 0 0.00506967177496451 0.00320122927204046
"свист" 0.00652592423401964 0.00434543294996958 0
"серебром" 0.00978888635102946 0.00362119412497465 0
"сидела" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"сил" 0 0.00506967177496451 0.00320122927204046
"скажут" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"скверно" 0.00652592423401964 0.00434543294996958 0
"слову" 0 0.00506967177496451 0.00320122927204046
"слыхали" 0 0.00289695529997972 0.0128049170881619
"слыхать" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"смеет" 0.00326296211700982 0.00506967177496451 0
"соль" 0.0163148105850491 0.00217271647498479 0
"станете" 0 0.00506967177496451 0.00320122927204046
"старайся" 0.00978888635102946 0.00362119412497465 0
"старичок" 0.00978888635102946 0.00217271647498479 0.00640245854408093
"старухи" 0 0.00289695529997972 0.0128049170881619
"столе" 0.00326296211700982 0.00362119412497465 0.00640245854408093
"столь" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"сторож" 0.0228407348190688 0.00072423882499493 0
"стражение" 0.00326296211700982 0.00289695529997972 0.00960368781612139
"странно" 0.00326296211700982 0.00217271647498479 0.0128049170881619
"страшный" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"судья" 0 0.00579391059995944 0
"сходит" 0 0.00579391059995944 0
"счеты" 0 0.00579391059995944 0
"считаю" 0 0.00434543294996958 0.00640245854408093
"сядем" 0 0.00579391059995944 0
"тарасыч" 0 0.00579391059995944 0
"тарах" 0 0.00579391059995944 0
"телом" 0 0.00217271647498479 0.0160061463602023
"темные" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"тихон" 0 0.00579391059995944 0
"тиша" 0 0.00579391059995944 0
"токма" 0.0163148105850491 0.00217271647498479 0
"толком" 0 0.00362119412497465 0.00960368781612139
"торцов" 0 0.00579391059995944 0
"тоску" 0 0.00434543294996958 0.00640245854408093
"трактир" 0.0163148105850491 0.00144847764998986 0.00320122927204046
"трубу" 0.00652592423401964 0.00434543294996958 0
"уедет" 0 0.00579391059995944 0
"ужинать" 0.00326296211700982 0.00506967177496451 0
"узнаешь" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"узнал" 0.00326296211700982 0.00362119412497465 0.00640245854408093
"указывать" 0.00652592423401964 0.00217271647498479 0.00960368781612139
"умней" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"упало" 0 0.00506967177496451 0.00320122927204046
"уходя" 0 0.00506967177496451 0.00320122927204046
"уши" 0.00326296211700982 0.00362119412497465 0.00640245854408093
"хватая" 0 0.00362119412497465 0.00960368781612139
"хвост" 0.00652592423401964 0.00434543294996958 0
"хлынову" 0 0.00579391059995944 0
"ходила" 0.00652592423401964 0.00434543294996958 0
"хохот" 0.00326296211700982 0.00362119412497465 0.00640245854408093
"худой" 0.00652592423401964 0.00289695529997972 0.00640245854408093
"царь" 0.0130518484680393 0.00072423882499493 0.00960368781612139
"часа" 0.00652592423401964 0.00434543294996958 0
"черту" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"читал" 0.0195777727020589 0.00144847764998986 0
"чу" 0 0 0.0256098341763237
"чужие" 0.00326296211700982 0.00434543294996958 0.00320122927204046
"чужую" 0 0.00289695529997972 0.0128049170881619
"шее" 0.00326296211700982 0.00362119412497465 0.00640245854408093
"штуки" 0.00326296211700982 0.00506967177496451 0
"шутить" 0.00326296211700982 0.00362119412497465 0.00640245854408093
"шутку" 0 0.00434543294996958 0.00640245854408093
"шучу" 0 0.00579391059995944 0
"эк" 0.00652592423401964 0.00217271647498479 0.00960368781612139
"этими" 0.00652592423401964 0.00362119412497465 0.00320122927204046
"яму" 0.00326296211700982 0.00506967177496451 0
"vii" 0.0130518484680393 0 0.00960368781612139
"авансцене" 0 0.00289695529997972 0.00960368781612139
"алена" 0.0130518484680393 0.00217271647498479 0
"алеша" 0 0.00506967177496451 0
"алимпияду" 0 0.00506967177496451 0
"ананью" 0 0 0.0224086049042832
"арестантскую" 0 0.00506967177496451 0
"бегут" 0.00326296211700982 0.00217271647498479 0.00960368781612139
"беде" 0 0.00362119412497465 0.00640245854408093
"бедную" 0.00326296211700982 0.00434543294996958 0
"беды" 0 0.00434543294996958 0.00320122927204046
"безобразие" 0.00326296211700982 0.00434543294996958 0
"благодарить" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"благословение" 0.00326296211700982 0.00072423882499493 0.0160061463602023
"блажь" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"божьего" 0.00326296211700982 0.00144847764998986 0.0128049170881619
"божьей" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"божья" 0.0130518484680393 0.00144847764998986 0.00320122927204046
"болтал" 0.0130518484680393 0.00072423882499493 0.00640245854408093
"босая" 0 0 0.0224086049042832
"боялся" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"бутылку" 0 0.00506967177496451 0
"бутылочку" 0 0.00506967177496451 0
"бывал" 0.00652592423401964 0.00144847764998986 0.00960368781612139
"бывала" 0.00326296211700982 0.00144847764998986 0.0128049170881619
"варя" 0 0.00506967177496451 0
"вашем" 0.00978888635102946 0.00217271647498479 0.00320122927204046
"ведут" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"велят" 0.00326296211700982 0.00434543294996958 0
"веселую" 0 0.00217271647498479 0.0128049170881619
"взглядом" 0 0.00144847764998986 0.0160061463602023
"взглянуть" 0 0.00362119412497465 0.00640245854408093
"видом" 0 0.00434543294996958 0.00320122927204046
"водить" 0.0130518484680393 0.00217271647498479 0
"возьмем" 0 0.00506967177496451 0
"войти" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"вообще" 0 0.00362119412497465 0.00640245854408093
"воры" 0.0130518484680393 0.00217271647498479 0
"врете" 0 0.00289695529997972 0.00960368781612139
"выйти" 0 0.00434543294996958 0.00320122927204046
"выпей" 0 0.00362119412497465 0.00640245854408093
"высоко" 0.00652592423401964 0.00362119412497465 0
"выходить" 0 0.00506967177496451 0
"выше" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"гавриле" 0.00652592423401964 0.00362119412497465 0
"гаврилу" 0 0.00506967177496451 0
"герасимыч" 0.0228407348190688 0 0
"гитарой" 0 0.00506967177496451 0
"глуп" 0 0.00506967177496451 0
"глупое" 0 0.00434543294996958 0.00320122927204046
"го" 0.0130518484680393 0.00217271647498479 0
"голоду" 0.00326296211700982 0.00217271647498479 0.00960368781612139
"голосу" 0.00978888635102946 0.00289695529997972 0
"голубь" 0.00652592423401964 0.00144847764998986 0.00960368781612139
"гони" 0.00326296211700982 0.00434543294996958 0
"городничему" 0 0.00506967177496451 0
"гостям" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"готова" 0.00978888635102946 0.00289695529997972 0
"груди" 0 0.00362119412497465 0.00640245854408093
"губить" 0 0.00434543294996958 0.00320122927204046
"гуляю" 0 0.00434543294996958 0.00320122927204046
"двенадцать" 0.00652592423401964 0.00362119412497465 0
"деваться" 0 0.00506967177496451 0
"девкам" 0 0.00217271647498479 0.0128049170881619
"девушек" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"девять" 0.00978888635102946 0.00289695529997972 0
"денежки" 0 0.00506967177496451 0
"дерево" 0.00652592423401964 0.00362119412497465 0
"дескать" 0 0.00506967177496451 0
"дожидайся" 0 0.00434543294996958 0.00320122927204046
"должон" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"доску" 0 0.00434543294996958 0.00320122927204046
"дрянь" 0 0.00506967177496451 0
"думали" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"думают" 0.00326296211700982 0.00434543294996958 0
"дураку" 0.00652592423401964 0.00362119412497465 0
"дурно" 0.00326296211700982 0.00434543294996958 0
"духу" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"евсюха" 0.0228407348190688 0 0
"ездить" 0.00326296211700982 0.00434543294996958 0
"ем" 0.0163148105850491 0.00144847764998986 0
"жалости" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"жду" 0 0.00506967177496451 0
"женщину" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"живешь" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"живую" 0 0.00434543294996958 0.00320122927204046
"живы" 0.00978888635102946 0.00144847764998986 0.00640245854408093
"жутко" 0.0130518484680393 0.00217271647498479 0
"задумал" 0.0130518484680393 0.00217271647498479 0
"закона" 0 0.00506967177496451 0
"запру" 0 0.00506967177496451 0
"затем" 0 0.00506967177496451 0
"зато" 0 0.00506967177496451 0
"захотела" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"захочет" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"звали" 0.00978888635102946 0.00289695529997972 0
"зверь" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"земля" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"зимой" 0.00978888635102946 0.00217271647498479 0.00320122927204046
"злой" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"иванушко" 0 0 0.0224086049042832
"играют" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"изба" 0.00652592423401964 0 0.0160061463602023
"изволили" 0.00978888635102946 0.00144847764998986 0.00640245854408093
"изо" 0 0.00362119412497465 0.00640245854408093
"имеешь" 0.00652592423401964 0.00362119412497465 0
"интересно" 0 0.00506967177496451 0
"ихнего" 0.0163148105850491 0.00144847764998986 0
"ищет" 0.00652592423401964 0.00362119412497465 0
"кабак" 0.00978888635102946 0.00144847764998986 0.00640245854408093
"каждом" 0 0.00434543294996958 0.00320122927204046
"каменный" 0 0.00434543294996958 0.00320122927204046
"камень" 0 0.00434543294996958 0.00320122927204046
"кармане" 0 0.00362119412497465 0.00640245854408093
"колено" 0.00978888635102946 0.00289695529997972 0
"коль" 0 0.00434543294996958 0.00320122927204046
"компании" 0.00326296211700982 0.00434543294996958 0
"кончится" 0 0.00506967177496451 0
"кончить" 0 0.00434543294996958 0.00320122927204046
"коня" 0 0.00434543294996958 0.00320122927204046
"копейки" 0 0.00506967177496451 0
"кормить" 0 0.00434543294996958 0.00320122927204046
"король" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"которую" 0 0.00506967177496451 0
"красавец" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"кресло" 0 0.00362119412497465 0.00640245854408093
"кричи" 0 0.00506967177496451 0
"куплю" 0 0.00506967177496451 0
"кусок" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"кусты" 0 0.00506967177496451 0
"лавке" 0 0.00217271647498479 0.0128049170881619
"ласки" 0.00326296211700982 0.00434543294996958 0
"ласку" 0 0.00506967177496451 0
"лгать" 0 0.00362119412497465 0.00640245854408093
"лето" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"лицом" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"ложится" 0.0130518484680393 0.00217271647498479 0
"максима" 0 0.00506967177496451 0
"маленький" 0 0.00506967177496451 0
"мальчишка" 0.00652592423401964 0.00362119412497465 0
"марш" 0.00326296211700982 0.00434543294996958 0
"материи" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"матушке" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"медведь" 0 0.00506967177496451 0
"местах" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"мечется" 0 0.00144847764998986 0.0160061463602023
"милостив" 0.00652592423401964 0.00362119412497465 0
"могилу" 0 0.00434543294996958 0.00320122927204046
"молись" 0.00652592423401964 0.00072423882499493 0.0128049170881619
"молоко" 0 0.00362119412497465 0.00640245854408093
"москва" 0.00978888635102946 0.00144847764998986 0.00640245854408093
"мужиками" 0 0.00289695529997972 0.00960368781612139
"мысли" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"надевает" 0.00652592423401964 0.00362119412497465 0
"науку" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"нашла" 0 0.00506967177496451 0
"невесту" 0.00978888635102946 0.00072423882499493 0.00960368781612139
"некоторое" 0 0.00217271647498479 0.0128049170881619
"несчастье" 0.00326296211700982 0.00434543294996958 0
"новые" 0 0.00289695529997972 0.00960368781612139
"ногу" 0.00652592423401964 0.00362119412497465 0
"ночам" 0 0.00434543294996958 0.00320122927204046
"нраву" 0.00326296211700982 0.00434543294996958 0
"нужды" 0 0.00506967177496451 0
"обманывает" 0.00326296211700982 0.00434543294996958 0
"общее" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"обычай" 0 0.00506967177496451 0
"оглядываясь" 0 0.00506967177496451 0
"огни" 0.0130518484680393 0.00217271647498479 0
"одет" 0 0.00506967177496451 0
"оставил" 0.00978888635102946 0.00289695529997972 0
"отвечай" 0 0.00434543294996958 0.00320122927204046
"отворяет" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"отдавать" 0 0.00434543294996958 0.00320122927204046
"отняли" 0 0.00289695529997972 0.00960368781612139
"отходят" 0 0.00506967177496451 0
"пантелевна" 0.0228407348190688 0 0
"пара" 0 0.00434543294996958 0.00320122927204046
"параше" 0 0.00506967177496451 0
"парни" 0.00652592423401964 0.00362119412497465 0
"первого" 0 0.00434543294996958 0.00320122927204046
"перестал" 0.00652592423401964 0.00362119412497465 0
"перестаньте" 0 0.00434543294996958 0.00320122927204046
"печаль" 0 0.00506967177496451 0
"пешком" 0 0.00506967177496451 0
"письмо" 0 0.00506967177496451 0
"плут" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"поверить" 0 0.00434543294996958 0.00320122927204046
"поверь" 0 0.00289695529997972 0.00960368781612139
"поговорю" 0 0.00506967177496451 0
"подайте" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"подошел" 0.0163148105850491 0.00144847764998986 0
"подходят" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"пожалей" 0 0.00506967177496451 0
"пожил" 0.00652592423401964 0.00362119412497465 0
"покажу" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"показываются" 0 0.00506967177496451 0
"положении" 0.00978888635102946 0.00217271647498479 0.00320122927204046
"полон" 0 0.00362119412497465 0.00640245854408093
"пользы" 0 0.00362119412497465 0.00640245854408093
"понимают" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"поправить" 0 0.00434543294996958 0.00320122927204046
"порог" 0 0.00434543294996958 0.00320122927204046
"посижу" 0 0.00434543294996958 0.00320122927204046
"последнего" 0 0.00289695529997972 0.00960368781612139
"пословица" 0 0.00434543294996958 0.00320122927204046
"посмотрите" 0 0.00434543294996958 0.00320122927204046
"поспешно" 0.00978888635102946 0 0.0128049170881619
"поставлен" 0 0.00362119412497465 0.00640245854408093
"постоянно" 0.00326296211700982 0.00434543294996958 0
"посуди" 0.00326296211700982 0.00434543294996958 0
"права" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"правой" 0.00652592423401964 0.00362119412497465 0
"прекрасно" 0.0130518484680393 0.00217271647498479 0
"приданое" 0 0.00506967177496451 0
"принимать" 0 0.00434543294996958 0.00320122927204046
"прислал" 0.00978888635102946 0.00289695529997972 0
"прислуга" 0 0.00506967177496451 0
"пристроить" 0.00652592423401964 0.00362119412497465 0
"приходил" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"приходить" 0.00326296211700982 0.00434543294996958 0
"пришлось" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"проклятые" 0 0.00362119412497465 0.00640245854408093
"пропал" 0.0130518484680393 0.00217271647498479 0
"просила" 0.00326296211700982 0.00434543294996958 0
"простые" 0.0163148105850491 0.00072423882499493 0.00320122927204046
"прощаю" 0 0.00144847764998986 0.0160061463602023
"пустой" 0 0.00289695529997972 0.00960368781612139
"путь" 0 0.00289695529997972 0.00960368781612139
"пьешь" 0.00326296211700982 0.00144847764998986 0.0128049170881619
"разберет" 0 0.00434543294996958 0.00320122927204046
"раздается" 0.0130518484680393 0.00144847764998986 0.00320122927204046
"разу" 0.00978888635102946 0.00289695529997972 0
"разума" 0 0.00072423882499493 0.0192073756322428
"разуму" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"ребенком" 0 0.00289695529997972 0.00960368781612139
"родился" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"родного" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"родных" 0.00326296211700982 0.00434543294996958 0
"россии" 0 0.00362119412497465 0.00640245854408093
"самсоновну" 0 0.00506967177496451 0
"сем" 0.0130518484680393 0.00072423882499493 0.00640245854408093
"сидя" 0 0.00434543294996958 0.00320122927204046
"силой" 0 0.00362119412497465 0.00640245854408093
"сказывали" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"словами" 0 0.00362119412497465 0.00640245854408093
"служба" 0 0.00289695529997972 0.00960368781612139
"слушая" 0 0.00506967177496451 0
"слышали" 0.00326296211700982 0.00434543294996958 0
"слышите" 0 0.00434543294996958 0.00320122927204046
"слышится" 0.0163148105850491 0.00072423882499493 0.00320122927204046
"смела" 0 0.00434543294996958 0.00320122927204046
"смотрите" 0.00326296211700982 0.00434543294996958 0
"смотря" 0 0.00144847764998986 0.0160061463602023
"собирается" 0 0.00289695529997972 0.00960368781612139
"согрешение" 0.0228407348190688 0 0
"спрашиваю" 0.00652592423401964 0.00362119412497465 0
"спросит" 0.00978888635102946 0.00217271647498479 0.00320122927204046
"срам" 0 0.00434543294996958 0.00320122927204046
"среднюю" 0 0.00506967177496451 0
"ста" 0.00652592423401964 0 0.0160061463602023
"старого" 0 0.00362119412497465 0.00640245854408093
"старость" 0.00326296211700982 0.00434543294996958 0
"старых" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"стенах" 0.00326296211700982 0.00434543294996958 0
"степановна" 0.0228407348190688 0 0
"стоял" 0.00978888635102946 0.00144847764998986 0.00640245854408093
"стоять" 0.0130518484680393 0.00217271647498479 0
"суета" 0 0.00506967177496451 0
"считает" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"считать" 0.00326296211700982 0.00434543294996958 0
"таней" 0 0.00506967177496451 0
"терпит" 0.00652592423401964 0.00217271647498479 0.00640245854408093
"токмо" 0 0.00289695529997972 0.00960368781612139
"толкает" 0.00652592423401964 0.00362119412497465 0
"тпфу" 0 0.00506967177496451 0
"убили" 0.0130518484680393 0 0.00960368781612139
"увидим" 0 0.00434543294996958 0.00320122927204046
"уговор" 0 0.00506967177496451 0
"уеду" 0.00326296211700982 0.00434543294996958 0
"ужасе" 0 0.00434543294996958 0.00320122927204046
"улыбкой" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"устал" 0 0.00434543294996958 0.00320122927204046
"ухватил" 0.0195777727020589 0.00072423882499493 0
"флигель" 0 0.00506967177496451 0
"фонарь" 0 0.00506967177496451 0
"ходишь" 0 0.00506967177496451 0
"хозяйки" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"хозяюшка" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"хороши" 0 0.00434543294996958 0.00320122927204046
"худа" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"четырех" 0 0.00434543294996958 0.00320122927204046
"числа" 0.00978888635102946 0.00289695529997972 0
"чистая" 0.00652592423401964 0.00144847764998986 0.00960368781612139
"читать" 0 0.00506967177496451 0
"чрез" 0 0.00144847764998986 0.0160061463602023
"чувства" 0.00652592423401964 0.00289695529997972 0.00320122927204046
"чувствуешь" 0 0.00217271647498479 0.0128049170881619
"шагу" 0 0.00362119412497465 0.00640245854408093
"шампанское" 0 0.00506967177496451 0
"шельма" 0 0.00072423882499493 0.0192073756322428
"шла" 0.00326296211700982 0.00362119412497465 0.00320122927204046
"эдакая" 0.00978888635102946 0.00217271647498479 0.00320122927204046
"этакого" 0.00978888635102946 0.00289695529997972 0
"языком" 0.00326296211700982 0.00289695529997972 0.00640245854408093
"ад" 0 0.00289695529997972 0.00640245854408093
"аннушке" 0 0.00434543294996958 0
"аршин" 0 0.00434543294996958 0
"бабами" 0 0.00362119412497465 0.00320122927204046
"баловать" 0.00978888635102946 0.00072423882499493 0.00640245854408093
"баловство" 0.00652592423401964 0.00217271647498479 0.00320122927204046
"барыней" 0.00652592423401964 0.00217271647498479 0.00320122927204046
"бедных" 0.00326296211700982 0.00362119412497465 0
"безо" 0 0.00434543294996958 0
"безобразный" 0 0.00362119412497465 0.00320122927204046
"белый" 0.00326296211700982 0.00144847764998986 0.00960368781612139
"берите" 0 0.00289695529997972 0.00640245854408093
"беспутная" 0.00326296211700982 0.00362119412497465 0
"бесчестье" 0.00326296211700982 0.00362119412497465 0
"бил" 0.00652592423401964 0.00072423882499493 0.00960368781612139
"благодарность" 0.00978888635102946 0.00144847764998986 0.00320122927204046
"благополучия" 0 0.00434543294996958 0
"благополучно" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"благородные" 0.00652592423401964 0.00289695529997972 0
"благословения" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"богатого" 0 0.00434543294996958 0
"бок" 0.00652592423401964 0.00217271647498479 0.00320122927204046
"болит" 0.00326296211700982 0.00362119412497465 0
"большев" 0 0.00434543294996958 0
"большими" 0.00326296211700982 0.00362119412497465 0
"большого" 0.00652592423401964 0.00289695529997972 0
"бонба" 0.0195777727020589 0 0
"борода" 0.00652592423401964 0.00217271647498479 0.00320122927204046
"бралиянтовые" 0 0.00434543294996958 0
"бралиянтовый" 0 0.00434543294996958 0
"брошу" 0.00652592423401964 0.00289695529997972 0
"буди" 0 0 0.0192073756322428
"быта" 0.0195777727020589 0 0
"бьется" 0 0.00434543294996958 0
"вдали" 0 0.00289695529997972 0.00640245854408093
"вдвое" 0 0.00362119412497465 0.00320122927204046
"веду" 0 0.00072423882499493 0.0160061463602023
"вел" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"велико" 0 0.00217271647498479 0.00960368781612139
"велит" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"велю" 0 0.00434543294996958 0
"верит" 0 0.00144847764998986 0.0128049170881619
"вероятно" 0.00326296211700982 0.00217271647498479 0.00640245854408093
"вертись" 0 0.00434543294996958 0
"веру" 0.00652592423401964 0.00289695529997972 0
"веселый" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"ветру" 0 0.00144847764998986 0.0128049170881619
"видывала" 0.00326296211700982 0.00217271647498479 0.00640245854408093
"влюблена" 0 0.00434543294996958 0
"вносит" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"воде" 0.00978888635102946 0.00144847764998986 0.00320122927204046
"водицы" 0 0.00217271647498479 0.00960368781612139
"водкой" 0 0.00362119412497465 0.00320122927204046
"водочки" 0 0.00434543294996958 0
"возьмут" 0 0.00434543294996958 0
"волос" 0.00326296211700982 0.00144847764998986 0.00960368781612139
"впереди" 0 0.00434543294996958 0
"вплоть" 0.0130518484680393 0.00144847764998986 0
"врозь" 0.00326296211700982 0.00362119412497465 0
"вскакивая" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"всяких" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"всячески" 0 0.00434543294996958 0
"выгнали" 0.00326296211700982 0.00362119412497465 0
"вырвался" 0 0.00362119412497465 0.00320122927204046
"выскочил" 0.0163148105850491 0.00072423882499493 0
"гаврилка" 0 0.00434543294996958 0
"гильдии" 0.00326296211700982 0.00362119412497465 0
"гитара" 0 0.00434543294996958 0
"глубине" 0.00326296211700982 0.00217271647498479 0.00640245854408093
"глупость" 0 0.00434543294996958 0
"годы" 0 0.00144847764998986 0.0128049170881619
"гора" 0 0.00434543294996958 0
"горбунов" 0.0195777727020589 0 0
"гордеевну" 0 0.00434543294996958 0
"гордея" 0 0.00434543294996958 0
"господину" 0.00652592423401964 0 0.0128049170881619
"господская" 0 0 0.0192073756322428
"государь" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"грабеж" 0.00652592423401964 0.00289695529997972 0
"градобоеву" 0 0.00434543294996958 0
"грозит" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"губи" 0 0.00362119412497465 0.00320122927204046
"гусляровой" 0 0.00434543294996958 0
"дала" 0 0.00362119412497465 0.00320122927204046
"далеча" 0.0195777727020589 0 0
"даче" 0 0.00362119412497465 0.00320122927204046
"даю" 0 0.00289695529997972 0.00640245854408093
"дверью" 0.00326296211700982 0.00362119412497465 0
"де" 0.00326296211700982 0 0.0160061463602023
"девке" 0 0.00362119412497465 0.00320122927204046
"дел" 0 0.00434543294996958 0
"делить" 0.00652592423401964 0.00217271647498479 0.00320122927204046
"держится" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"детки" 0.00326296211700982 0.00362119412497465 0
"диване" 0.00326296211700982 0.00289695529997972 0.00320122927204046
"дляче" 0 0 0.0192073756322428
"добром" 0 0.00289695529997972 0.00640245854408093
